x-axis,,
second,Geoscope,Accelerometer
1.21E+00,-4.12E-03,-6.05E-02
1.22E+00,3.92E-03,9.23E-02
1.22E+00,-1.22E-02,-3.63E-02
1.23E+00,3.92E-03,5.21E-02
1.23E+00,-1.22E-02,-6.85E-02
1.24E+00,1.20E-02,6.02E-02
1.24E+00,-1.22E-02,-2.03E-02
1.25E+00,1.20E-02,9.23E-02
1.25E+00,-1.22E-02,-6.05E-02
1.26E+00,-4.12E-03,1.00E-01
1.26E+00,-2.02E-02,-3.63E-02
1.27E+00,3.92E-03,6.02E-02
1.27E+00,-4.12E-03,-1.09E-01
1.28E+00,-4.12E-03,1.08E-01
1.28E+00,-1.22E-02,-7.65E-02
1.29E+00,-4.12E-03,9.23E-02
1.29E+00,-4.12E-03,-9.26E-02
1.30E+00,3.92E-03,1.16E-01
1.30E+00,3.92E-03,-7.65E-02
1.31E+00,2.00E-02,3.60E-02
1.31E+00,-4.12E-03,-1.17E-01
1.32E+00,-1.22E-02,1.08E-01
1.32E+00,-1.22E-02,-7.65E-02
1.33E+00,3.92E-03,9.23E-02
1.33E+00,3.92E-03,-1.01E-01
1.34E+00,1.20E-02,9.23E-02
1.34E+00,-1.22E-02,-7.65E-02
1.35E+00,3.92E-03,7.62E-02
1.35E+00,-1.22E-02,-6.05E-02
1.36E+00,1.20E-02,5.21E-02
1.36E+00,-1.22E-02,-6.05E-02
1.37E+00,-1.22E-02,1.16E-01
1.37E+00,-4.12E-03,-1.17E-01
1.38E+00,-4.12E-03,1.16E-01
1.38E+00,-4.12E-03,-5.24E-02
1.39E+00,2.00E-02,7.62E-02
1.39E+00,3.92E-03,-1.17E-01
1.40E+00,-4.12E-03,1.08E-01
1.40E+00,-2.02E-02,-5.24E-02
1.41E+00,-4.12E-03,1.00E-01
1.41E+00,-4.12E-03,-7.65E-02
1.42E+00,2.00E-02,4.41E-02
1.42E+00,3.92E-03,-1.25E-01
1.43E+00,3.92E-03,7.62E-02
1.43E+00,-2.02E-02,-4.44E-02
1.44E+00,1.20E-02,5.21E-02
1.44E+00,-4.12E-03,-6.85E-02
1.45E+00,-4.12E-03,1.24E-01
1.45E+00,-1.22E-02,-9.26E-02
1.46E+00,-4.12E-03,9.23E-02
1.46E+00,-1.22E-02,-8.46E-02
1.47E+00,3.92E-03,1.08E-01
1.47E+00,3.92E-03,-9.26E-02
1.48E+00,-4.12E-03,1.16E-01
1.48E+00,-1.22E-02,-6.85E-02
1.49E+00,3.92E-03,8.43E-02
1.49E+00,-2.02E-02,-3.63E-02
1.50E+00,3.92E-03,1.08E-01
1.50E+00,-4.12E-03,-6.85E-02
1.51E+00,-4.12E-03,1.16E-01
1.51E+00,-4.12E-03,-7.65E-02
1.52E+00,3.92E-03,7.62E-02
1.52E+00,3.92E-03,-1.01E-01
1.53E+00,1.20E-02,9.23E-02
1.53E+00,-1.22E-02,-5.24E-02
1.54E+00,1.20E-02,5.21E-02
1.54E+00,-4.12E-03,-1.09E-01
1.55E+00,-4.12E-03,9.23E-02
1.55E+00,-4.12E-03,-6.05E-02
1.56E+00,-4.12E-03,1.33E-01
1.56E+00,3.92E-03,-1.17E-01
1.57E+00,1.20E-02,6.02E-02
1.57E+00,-2.02E-02,-3.63E-02
1.58E+00,1.20E-02,6.02E-02
1.58E+00,-4.12E-03,-6.85E-02
1.59E+00,3.92E-03,9.23E-02
1.59E+00,-1.22E-02,-6.85E-02
1.60E+00,-4.12E-03,1.08E-01
1.60E+00,-2.02E-02,-5.24E-02
1.61E+00,3.92E-03,1.08E-01
1.61E+00,3.92E-03,-1.17E-01
1.62E+00,1.20E-02,8.43E-02
1.62E+00,-4.12E-03,-8.46E-02
1.63E+00,3.92E-03,6.02E-02
1.63E+00,-1.22E-02,-9.26E-02
1.64E+00,3.92E-03,8.43E-02
1.64E+00,-4.12E-03,-6.05E-02
1.65E+00,3.92E-03,1.24E-01
1.65E+00,-1.22E-02,-8.46E-02
1.66E+00,1.20E-02,5.21E-02
1.66E+00,-4.12E-03,-9.26E-02
1.67E+00,-4.12E-03,1.33E-01
1.67E+00,3.92E-03,-1.01E-01
1.68E+00,1.20E-02,8.43E-02
1.68E+00,3.92E-03,-1.17E-01
1.69E+00,3.92E-03,8.43E-02
1.69E+00,3.92E-03,-1.01E-01
1.70E+00,2.00E-02,6.02E-02
1.70E+00,-1.22E-02,-5.24E-02
1.71E+00,-4.12E-03,1.24E-01
1.71E+00,-4.12E-03,-1.01E-01
1.72E+00,-1.22E-02,1.08E-01
1.72E+00,-4.12E-03,-9.26E-02
1.73E+00,3.92E-03,1.16E-01
1.73E+00,-4.12E-03,-9.26E-02
1.74E+00,3.92E-03,7.62E-02
1.74E+00,-4.12E-03,-6.85E-02
1.75E+00,3.92E-03,7.62E-02
1.75E+00,-1.22E-02,-5.24E-02
1.76E+00,-4.12E-03,1.33E-01
1.76E+00,-4.12E-03,-6.85E-02
1.77E+00,3.92E-03,6.82E-02
1.77E+00,-1.22E-02,-6.05E-02
1.78E+00,3.92E-03,8.43E-02
1.78E+00,1.20E-02,-1.01E-01
1.79E+00,1.20E-02,6.82E-02
1.79E+00,3.92E-03,-1.09E-01
1.80E+00,3.92E-03,8.43E-02
1.80E+00,3.92E-03,-1.09E-01
1.81E+00,-4.12E-03,1.16E-01
1.81E+00,-4.12E-03,-8.46E-02
1.82E+00,-4.12E-03,1.08E-01
1.82E+00,-4.12E-03,-9.26E-02
1.83E+00,3.92E-03,8.43E-02
1.83E+00,-4.12E-03,-7.65E-02
1.84E+00,1.20E-02,8.43E-02
1.84E+00,3.92E-03,-1.09E-01
1.85E+00,-4.12E-03,1.00E-01
1.85E+00,-4.12E-03,-1.09E-01
1.86E+00,-4.12E-03,8.43E-02
1.86E+00,-4.12E-03,-8.46E-02
1.87E+00,3.92E-03,9.23E-02
1.87E+00,-4.12E-03,-5.24E-02
1.88E+00,-1.22E-02,1.24E-01
1.88E+00,-1.22E-02,-6.05E-02
1.89E+00,-4.12E-03,1.16E-01
1.89E+00,-4.12E-03,-7.65E-02
1.90E+00,-4.12E-03,1.16E-01
1.90E+00,1.20E-02,-1.17E-01
1.91E+00,-1.22E-02,1.16E-01
1.91E+00,-4.12E-03,-7.65E-02
1.92E+00,3.92E-03,9.23E-02
1.92E+00,2.00E-02,-1.17E-01
1.93E+00,1.20E-02,1.08E-01
1.93E+00,-4.12E-03,-9.26E-02
1.94E+00,-4.12E-03,1.00E-01
1.94E+00,-4.12E-03,-1.09E-01
1.95E+00,3.92E-03,1.08E-01
1.95E+00,-4.12E-03,-6.05E-02
1.96E+00,1.20E-02,1.00E-01
1.96E+00,-4.12E-03,-1.17E-01
1.97E+00,-4.12E-03,1.08E-01
1.97E+00,3.92E-03,-1.01E-01
1.98E+00,3.92E-03,1.08E-01
1.98E+00,-4.12E-03,-8.46E-02
1.99E+00,-4.12E-03,1.33E-01
1.99E+00,-1.22E-02,-8.46E-02
2.00E+00,-1.22E-02,1.16E-01
2.00E+00,-4.12E-03,-8.46E-02
2.01E+00,1.20E-02,1.16E-01
2.01E+00,1.20E-02,-1.01E-01
2.02E+00,1.20E-02,7.62E-02
2.02E+00,-4.12E-03,-9.26E-02
2.03E+00,-1.22E-02,1.41E-01
2.03E+00,-4.12E-03,-7.65E-02
2.04E+00,3.92E-03,1.24E-01
2.04E+00,1.20E-02,-1.25E-01
2.05E+00,3.92E-03,7.62E-02
2.05E+00,3.92E-03,-1.17E-01
2.06E+00,3.92E-03,9.23E-02
2.06E+00,3.92E-03,-9.26E-02
2.07E+00,3.92E-03,1.08E-01
2.07E+00,1.20E-02,-1.41E-01
2.08E+00,-4.12E-03,7.62E-02
2.08E+00,-4.12E-03,-1.25E-01
2.09E+00,-4.12E-03,1.08E-01
2.09E+00,-4.12E-03,-8.46E-02
2.10E+00,3.92E-03,1.24E-01
2.10E+00,3.92E-03,-1.01E-01
2.11E+00,-4.12E-03,1.16E-01
2.11E+00,3.92E-03,-1.25E-01
2.12E+00,-1.22E-02,1.57E-01
2.12E+00,1.20E-02,-1.25E-01
2.13E+00,-4.12E-03,1.49E-01
2.13E+00,-4.12E-03,-8.46E-02
2.14E+00,-2.02E-02,1.49E-01
2.14E+00,3.92E-03,-1.25E-01
2.15E+00,-4.12E-03,1.49E-01
2.15E+00,3.92E-03,-9.26E-02
2.16E+00,-4.12E-03,1.24E-01
2.16E+00,-4.12E-03,-1.09E-01
2.17E+00,-2.82E-02,1.33E-01
2.17E+00,-4.12E-03,-1.17E-01
2.18E+00,3.92E-03,1.24E-01
2.18E+00,2.00E-02,-1.17E-01
2.19E+00,1.20E-02,8.43E-02
2.19E+00,3.92E-03,-1.17E-01
2.20E+00,-4.12E-03,1.16E-01
2.20E+00,-4.12E-03,-9.26E-02
2.21E+00,3.92E-03,1.24E-01
2.21E+00,1.20E-02,-1.17E-01
2.22E+00,-4.12E-03,1.33E-01
2.22E+00,-4.12E-03,-1.09E-01
2.23E+00,-2.02E-02,1.57E-01
2.23E+00,1.20E-02,-1.01E-01
2.24E+00,3.92E-03,1.24E-01
2.24E+00,3.92E-03,-1.09E-01
2.25E+00,-2.02E-02,1.57E-01
2.25E+00,-4.12E-03,-1.33E-01
2.26E+00,-1.22E-02,1.24E-01
2.26E+00,3.92E-03,-7.65E-02
2.27E+00,-4.12E-03,1.41E-01
2.27E+00,3.92E-03,-8.46E-02
2.28E+00,-1.22E-02,1.33E-01
2.28E+00,-4.12E-03,-9.26E-02
2.29E+00,-1.22E-02,1.41E-01
2.29E+00,3.92E-03,-8.46E-02
2.30E+00,-1.22E-02,1.33E-01
2.30E+00,3.92E-03,-1.33E-01
2.31E+00,-2.02E-02,1.41E-01
2.31E+00,-4.12E-03,-8.46E-02
2.32E+00,3.92E-03,1.16E-01
2.32E+00,2.00E-02,-1.17E-01
2.33E+00,3.92E-03,1.24E-01
2.33E+00,2.00E-02,-1.49E-01
2.34E+00,-2.02E-02,1.24E-01
2.34E+00,1.20E-02,-1.41E-01
2.35E+00,-2.02E-02,1.57E-01
2.35E+00,2.00E-02,-1.33E-01
2.36E+00,-1.22E-02,1.41E-01
2.36E+00,1.20E-02,-1.33E-01
2.37E+00,-1.22E-02,1.16E-01
2.37E+00,3.92E-03,-1.09E-01
2.38E+00,-1.22E-02,1.65E-01
2.38E+00,2.80E-02,-1.33E-01
2.39E+00,-1.22E-02,1.41E-01
2.39E+00,2.00E-02,-1.57E-01
2.40E+00,-2.82E-02,1.49E-01
2.40E+00,3.92E-03,-1.09E-01
2.41E+00,3.92E-03,1.24E-01
2.41E+00,2.80E-02,-1.33E-01
2.42E+00,-1.22E-02,1.24E-01
2.42E+00,1.20E-02,-1.33E-01
2.43E+00,-2.02E-02,1.33E-01
2.43E+00,1.20E-02,-1.09E-01
2.44E+00,-2.02E-02,1.57E-01
2.44E+00,1.20E-02,-1.25E-01
2.45E+00,-1.22E-02,1.24E-01
2.45E+00,-4.12E-03,-9.26E-02
2.46E+00,-1.22E-02,1.24E-01
2.46E+00,2.00E-02,-1.01E-01
2.47E+00,-1.22E-02,1.49E-01
2.47E+00,2.00E-02,-1.33E-01
2.48E+00,-2.02E-02,1.16E-01
2.48E+00,1.20E-02,-1.33E-01
2.49E+00,-2.02E-02,1.49E-01
2.49E+00,2.00E-02,-1.17E-01
2.50E+00,-1.22E-02,1.73E-01
2.50E+00,2.00E-02,-1.49E-01
2.51E+00,-2.02E-02,1.33E-01
2.51E+00,1.20E-02,-1.33E-01
2.52E+00,-1.22E-02,1.24E-01
2.52E+00,2.00E-02,-1.25E-01
2.53E+00,-2.02E-02,1.49E-01
2.53E+00,3.92E-03,-1.17E-01
2.54E+00,-2.02E-02,1.33E-01
2.54E+00,3.92E-03,-1.09E-01
2.55E+00,-2.02E-02,1.65E-01
2.55E+00,2.00E-02,-1.25E-01
2.56E+00,-1.22E-02,1.41E-01
2.56E+00,2.00E-02,-1.57E-01
2.57E+00,-2.82E-02,1.57E-01
2.57E+00,3.92E-03,-1.09E-01
2.58E+00,-1.22E-02,1.73E-01
2.58E+00,2.80E-02,-1.41E-01
2.59E+00,-2.02E-02,1.57E-01
2.59E+00,1.20E-02,-1.41E-01
2.60E+00,-2.02E-02,1.49E-01
2.60E+00,1.20E-02,-1.33E-01
2.61E+00,-4.12E-03,1.57E-01
2.61E+00,2.00E-02,-1.33E-01
2.62E+00,-2.02E-02,1.24E-01
2.62E+00,3.92E-03,-1.57E-01
2.63E+00,-2.82E-02,1.73E-01
2.63E+00,1.20E-02,-1.17E-01
2.64E+00,-1.22E-02,1.73E-01
2.64E+00,2.00E-02,-1.49E-01
2.65E+00,-2.82E-02,1.57E-01
2.65E+00,1.20E-02,-1.41E-01
2.66E+00,-3.63E-02,1.73E-01
2.66E+00,2.00E-02,-1.33E-01
2.67E+00,-4.12E-03,1.49E-01
2.67E+00,2.00E-02,-1.49E-01
2.68E+00,-2.02E-02,1.49E-01
2.68E+00,1.20E-02,-1.49E-01
2.69E+00,-2.02E-02,1.81E-01
2.69E+00,2.00E-02,-1.25E-01
2.70E+00,-1.22E-02,1.65E-01
2.70E+00,1.20E-02,-1.49E-01
2.71E+00,-2.82E-02,1.33E-01
2.71E+00,3.92E-03,-1.33E-01
2.72E+00,-2.82E-02,1.81E-01
2.72E+00,2.00E-02,-1.17E-01
2.73E+00,-1.22E-02,1.65E-01
2.73E+00,2.80E-02,-1.57E-01
2.74E+00,-2.82E-02,1.57E-01
2.74E+00,1.20E-02,-1.49E-01
2.75E+00,-2.02E-02,1.49E-01
2.75E+00,2.00E-02,-1.25E-01
2.76E+00,-2.02E-02,1.65E-01
2.76E+00,2.00E-02,-1.57E-01
2.77E+00,-2.82E-02,1.73E-01
2.77E+00,2.00E-02,-1.41E-01
2.78E+00,-2.82E-02,1.81E-01
2.78E+00,2.80E-02,-1.49E-01
2.79E+00,-3.63E-02,1.65E-01
2.79E+00,2.00E-02,-1.57E-01
2.80E+00,-3.63E-02,1.65E-01
2.80E+00,2.00E-02,-1.33E-01
2.81E+00,-2.82E-02,1.73E-01
2.81E+00,2.80E-02,-1.33E-01
2.82E+00,-2.82E-02,1.49E-01
2.82E+00,2.00E-02,-1.49E-01
2.83E+00,-2.82E-02,1.57E-01
2.83E+00,2.00E-02,-1.25E-01
2.84E+00,-2.02E-02,1.33E-01
2.84E+00,2.80E-02,-1.25E-01
2.85E+00,-3.63E-02,1.49E-01
2.85E+00,1.20E-02,-1.33E-01
2.86E+00,-2.82E-02,1.57E-01
2.86E+00,2.00E-02,-1.17E-01
2.87E+00,-1.22E-02,1.49E-01
2.87E+00,2.80E-02,-1.41E-01
2.88E+00,-3.63E-02,1.33E-01
2.88E+00,2.00E-02,-1.33E-01
2.89E+00,-2.82E-02,1.33E-01
2.89E+00,2.00E-02,-1.25E-01
2.90E+00,-2.82E-02,1.49E-01
2.90E+00,2.80E-02,-1.33E-01
2.91E+00,-2.82E-02,1.33E-01
2.91E+00,2.80E-02,-1.33E-01
2.92E+00,-2.82E-02,1.41E-01
2.92E+00,3.61E-02,-1.25E-01
2.93E+00,-2.82E-02,1.33E-01
2.93E+00,2.00E-02,-1.41E-01
2.94E+00,-2.82E-02,1.33E-01
2.94E+00,2.00E-02,-1.25E-01
2.95E+00,-2.82E-02,1.49E-01
2.95E+00,3.61E-02,-1.25E-01
2.96E+00,-2.82E-02,1.33E-01
2.96E+00,2.00E-02,-1.33E-01
2.97E+00,-3.63E-02,1.41E-01
2.97E+00,2.00E-02,-1.25E-01
2.98E+00,-2.02E-02,1.41E-01
2.98E+00,2.80E-02,-1.33E-01
2.99E+00,-3.63E-02,1.33E-01
2.99E+00,2.00E-02,-1.25E-01
3.00E+00,-2.82E-02,1.49E-01
3.00E+00,2.80E-02,-1.25E-01
3.01E+00,-2.82E-02,1.49E-01
3.01E+00,2.80E-02,-1.33E-01
3.02E+00,-3.63E-02,1.33E-01
3.02E+00,2.00E-02,-1.25E-01
3.03E+00,-2.82E-02,1.49E-01
3.03E+00,2.80E-02,-1.25E-01
3.04E+00,-2.82E-02,1.41E-01
3.04E+00,2.00E-02,-1.33E-01
3.05E+00,-3.63E-02,1.41E-01
3.05E+00,2.00E-02,-1.25E-01
3.06E+00,-2.82E-02,1.49E-01
3.06E+00,3.61E-02,-1.25E-01
3.07E+00,-3.63E-02,1.41E-01
3.07E+00,2.00E-02,-1.33E-01
3.08E+00,-2.82E-02,1.49E-01
3.08E+00,2.80E-02,-1.33E-01
3.09E+00,-2.82E-02,1.57E-01
3.09E+00,3.61E-02,-1.33E-01
3.10E+00,-2.82E-02,1.24E-01
3.10E+00,2.00E-02,-1.41E-01
3.11E+00,-4.43E-02,1.33E-01
3.11E+00,2.80E-02,-1.25E-01
3.12E+00,-3.63E-02,1.49E-01
3.12E+00,2.80E-02,-1.33E-01
3.13E+00,-2.82E-02,1.57E-01
3.13E+00,2.80E-02,-1.33E-01
3.14E+00,-3.63E-02,1.57E-01
3.14E+00,2.80E-02,-1.25E-01
3.15E+00,-3.63E-02,1.49E-01
3.15E+00,2.80E-02,-1.41E-01
3.16E+00,-4.43E-02,1.33E-01
3.16E+00,2.00E-02,-1.41E-01
3.17E+00,-3.63E-02,1.65E-01
3.17E+00,3.61E-02,-1.17E-01
3.18E+00,-2.82E-02,1.65E-01
3.18E+00,3.61E-02,-1.25E-01
3.19E+00,-3.63E-02,1.57E-01
3.19E+00,2.80E-02,-1.33E-01
3.20E+00,-4.43E-02,1.73E-01
3.20E+00,2.80E-02,-1.17E-01
3.21E+00,-2.82E-02,1.57E-01
3.21E+00,3.61E-02,-1.25E-01
3.22E+00,-3.63E-02,1.49E-01
3.22E+00,2.80E-02,-1.41E-01
3.23E+00,-3.63E-02,1.73E-01
3.23E+00,2.80E-02,-1.41E-01
3.24E+00,-3.63E-02,1.57E-01
3.24E+00,2.80E-02,-1.33E-01
3.25E+00,-4.43E-02,1.65E-01
3.25E+00,2.00E-02,-1.57E-01
3.26E+00,-2.82E-02,1.97E-01
3.26E+00,3.61E-02,-1.33E-01
3.27E+00,-2.82E-02,1.65E-01
3.27E+00,3.61E-02,-1.33E-01
3.28E+00,-3.63E-02,1.41E-01
3.28E+00,2.00E-02,-1.49E-01
3.29E+00,-3.63E-02,1.57E-01
3.29E+00,3.61E-02,-1.25E-01
3.30E+00,-2.82E-02,1.57E-01
3.30E+00,2.80E-02,-1.01E-01
3.31E+00,-3.63E-02,1.33E-01
3.31E+00,2.80E-02,-1.17E-01
3.32E+00,-3.63E-02,1.49E-01
3.32E+00,3.61E-02,-1.41E-01
3.33E+00,-3.63E-02,1.08E-01
3.33E+00,2.80E-02,-1.01E-01
3.34E+00,-4.43E-02,1.16E-01
3.34E+00,2.80E-02,-1.17E-01
3.35E+00,-2.82E-02,1.41E-01
3.35E+00,3.61E-02,-1.17E-01
3.36E+00,-3.63E-02,1.41E-01
3.36E+00,2.80E-02,-1.09E-01
3.37E+00,-3.63E-02,1.41E-01
3.37E+00,2.80E-02,-1.17E-01
3.38E+00,-3.63E-02,1.24E-01
3.38E+00,3.61E-02,-1.09E-01
3.39E+00,-3.63E-02,1.16E-01
3.39E+00,2.80E-02,-1.17E-01
3.40E+00,-3.63E-02,1.16E-01
3.40E+00,3.61E-02,-6.05E-02
3.41E+00,-2.82E-02,1.16E-01
3.41E+00,3.61E-02,-8.46E-02
3.42E+00,-4.43E-02,1.24E-01
3.42E+00,2.00E-02,-1.17E-01
3.43E+00,-3.63E-02,1.16E-01
3.43E+00,3.61E-02,-1.09E-01
3.44E+00,-2.82E-02,9.23E-02
3.44E+00,3.61E-02,-6.85E-02
3.45E+00,-3.63E-02,1.08E-01
3.45E+00,3.61E-02,-1.01E-01
3.46E+00,-2.82E-02,1.24E-01
3.46E+00,2.80E-02,-8.46E-02
3.47E+00,-2.82E-02,1.08E-01
3.47E+00,2.80E-02,-1.01E-01
3.48E+00,-4.43E-02,1.16E-01
3.48E+00,2.80E-02,-8.46E-02
3.49E+00,-3.63E-02,1.33E-01
3.49E+00,3.61E-02,-6.85E-02
3.50E+00,-3.63E-02,1.16E-01
3.50E+00,2.80E-02,-1.25E-01
3.51E+00,-3.63E-02,6.82E-02
3.51E+00,3.61E-02,-1.65E-01
3.52E+00,-3.63E-02,1.73E-01
3.52E+00,3.61E-02,-1.33E-01
3.53E+00,-3.63E-02,9.23E-02
3.53E+00,2.80E-02,-5.24E-02
3.54E+00,-2.82E-02,1.08E-01
3.54E+00,3.61E-02,-6.05E-02
3.55E+00,-2.82E-02,9.23E-02
3.55E+00,2.80E-02,-8.46E-02
3.56E+00,-2.82E-02,6.82E-02
3.56E+00,2.80E-02,-6.85E-02
3.57E+00,-2.82E-02,7.62E-02
3.57E+00,4.41E-02,-6.85E-02
3.58E+00,-2.82E-02,7.62E-02
3.58E+00,2.80E-02,-1.01E-01
3.59E+00,-3.63E-02,4.41E-02
3.59E+00,2.80E-02,-5.24E-02
3.60E+00,-3.63E-02,8.43E-02
3.60E+00,2.80E-02,-5.24E-02
3.61E+00,-3.63E-02,5.21E-02
3.61E+00,2.80E-02,-9.26E-02
3.62E+00,-3.63E-02,1.16E-01
3.62E+00,2.80E-02,-2.03E-02
3.63E+00,-2.82E-02,8.43E-02
3.63E+00,2.80E-02,-4.44E-02
3.64E+00,-3.63E-02,6.82E-02
3.64E+00,2.80E-02,-6.85E-02
3.65E+00,-4.43E-02,8.43E-02
3.65E+00,2.80E-02,-1.22E-02
3.66E+00,-2.02E-02,6.02E-02
3.66E+00,3.61E-02,-6.85E-02
3.67E+00,-2.82E-02,4.41E-02
3.67E+00,2.80E-02,-8.46E-02
3.68E+00,-3.63E-02,9.23E-02
3.68E+00,2.80E-02,-6.05E-02
3.69E+00,-2.82E-02,5.21E-02
3.69E+00,2.00E-02,-2.03E-02
3.70E+00,-4.43E-02,8.43E-02
3.70E+00,2.00E-02,-5.24E-02
3.71E+00,-3.63E-02,7.62E-02
3.71E+00,3.61E-02,-5.24E-02
3.72E+00,-2.02E-02,7.62E-02
3.72E+00,3.61E-02,-6.85E-02
3.73E+00,-3.63E-02,5.21E-02
3.73E+00,2.00E-02,-4.44E-02
3.74E+00,-3.63E-02,6.82E-02
3.74E+00,2.80E-02,-2.83E-02
3.75E+00,-2.02E-02,6.02E-02
3.75E+00,2.00E-02,-4.17E-03
3.76E+00,-3.63E-02,4.41E-02
3.76E+00,2.00E-02,-5.24E-02
3.77E+00,-2.82E-02,4.41E-02
3.77E+00,2.80E-02,-3.63E-02
3.78E+00,-2.82E-02,4.41E-02
3.78E+00,1.20E-02,-1.22E-02
3.79E+00,-3.63E-02,4.41E-02
3.79E+00,2.00E-02,-2.03E-02
3.80E+00,-2.82E-02,8.43E-02
3.80E+00,3.61E-02,-4.17E-03
3.81E+00,-1.22E-02,-2.83E-02
3.81E+00,2.00E-02,-1.22E-02
3.82E+00,-3.63E-02,3.60E-02
3.82E+00,2.80E-02,-5.24E-02
3.83E+00,-2.82E-02,5.21E-02
3.83E+00,2.80E-02,-2.83E-02
3.84E+00,-2.82E-02,4.41E-02
3.84E+00,2.00E-02,-1.22E-02
3.85E+00,-2.82E-02,2.80E-02
3.85E+00,2.80E-02,-4.17E-03
3.86E+00,-4.12E-03,1.19E-02
3.86E+00,3.61E-02,-2.03E-02
3.87E+00,-3.63E-02,4.41E-02
3.87E+00,1.20E-02,-2.03E-02
3.88E+00,-3.63E-02,1.19E-02
3.88E+00,2.00E-02,-4.17E-03
3.89E+00,-1.22E-02,1.19E-02
3.89E+00,2.80E-02,-1.22E-02
3.90E+00,-2.02E-02,3.87E-03
3.90E+00,1.20E-02,1.19E-02
3.91E+00,-2.82E-02,2.80E-02
3.91E+00,2.00E-02,3.87E-03
3.92E+00,-2.02E-02,2.80E-02
3.92E+00,1.20E-02,1.19E-02
3.93E+00,-2.02E-02,-2.03E-02
3.93E+00,1.20E-02,2.80E-02
3.94E+00,-1.22E-02,-1.22E-02
3.94E+00,2.00E-02,3.60E-02
3.95E+00,-1.22E-02,-1.22E-02
3.95E+00,1.20E-02,3.87E-03
3.96E+00,-2.82E-02,2.00E-02
3.96E+00,3.92E-03,4.41E-02
3.97E+00,-2.02E-02,2.00E-02
3.97E+00,2.80E-02,-2.03E-02
3.98E+00,-1.22E-02,-2.83E-02
3.98E+00,1.20E-02,2.00E-02
3.99E+00,-2.02E-02,2.00E-02
3.99E+00,1.20E-02,3.60E-02
4.00E+00,-4.12E-03,-4.17E-03
4.00E+00,2.00E-02,4.41E-02
4.01E+00,-1.22E-02,-4.17E-03
4.01E+00,1.20E-02,2.00E-02
4.02E+00,-2.02E-02,-4.17E-03
4.02E+00,3.92E-03,5.21E-02
4.03E+00,-4.12E-03,-2.03E-02
4.03E+00,2.00E-02,4.41E-02
4.04E+00,-2.02E-02,-1.22E-02
4.04E+00,1.20E-02,1.19E-02
4.05E+00,-1.22E-02,-4.44E-02
4.05E+00,3.92E-03,4.41E-02
4.06E+00,-4.12E-03,-3.63E-02
4.06E+00,1.20E-02,5.21E-02
4.07E+00,-4.12E-03,-5.24E-02
4.07E+00,1.20E-02,2.80E-02
4.08E+00,-1.22E-02,-4.17E-03
4.08E+00,1.20E-02,4.41E-02
4.09E+00,3.92E-03,-5.24E-02
4.09E+00,3.92E-03,5.21E-02
4.10E+00,-1.22E-02,-5.24E-02
4.10E+00,3.92E-03,3.60E-02
4.11E+00,-4.12E-03,-6.05E-02
4.11E+00,1.20E-02,7.62E-02
4.12E+00,1.20E-02,-5.24E-02
4.12E+00,1.20E-02,4.41E-02
4.13E+00,-4.12E-03,-6.05E-02
4.13E+00,-4.12E-03,6.82E-02
4.14E+00,-4.12E-03,-6.05E-02
4.14E+00,3.92E-03,6.82E-02
4.15E+00,-1.22E-02,-2.83E-02
4.15E+00,-4.12E-03,6.02E-02
4.16E+00,-2.02E-02,-4.17E-03
4.16E+00,1.20E-02,5.21E-02
4.17E+00,1.20E-02,-5.24E-02
4.17E+00,1.20E-02,5.21E-02
4.18E+00,-4.12E-03,-4.44E-02
4.18E+00,-1.22E-02,6.82E-02
4.19E+00,-1.22E-02,-5.24E-02
4.19E+00,-4.12E-03,7.62E-02
4.20E+00,-4.12E-03,-2.03E-02
4.20E+00,1.20E-02,7.62E-02
4.21E+00,3.92E-03,-6.05E-02
4.21E+00,-4.12E-03,8.43E-02
4.22E+00,-4.12E-03,-5.24E-02
4.22E+00,3.92E-03,6.82E-02
4.23E+00,3.92E-03,-6.85E-02
4.23E+00,-4.12E-03,7.62E-02
4.24E+00,3.92E-03,-8.46E-02
4.24E+00,-4.12E-03,6.82E-02
4.25E+00,3.92E-03,-6.85E-02
4.25E+00,-4.12E-03,1.16E-01
4.26E+00,1.20E-02,-7.65E-02
4.26E+00,-4.12E-03,7.62E-02
4.27E+00,3.92E-03,-8.46E-02
4.27E+00,-4.12E-03,6.02E-02
4.28E+00,-4.12E-03,-6.85E-02
4.28E+00,-4.12E-03,1.08E-01
4.29E+00,1.20E-02,-6.85E-02
4.29E+00,3.92E-03,6.02E-02
4.30E+00,3.92E-03,-6.85E-02
4.30E+00,-1.22E-02,1.00E-01
4.31E+00,3.92E-03,-6.85E-02
4.31E+00,-4.12E-03,1.00E-01
4.32E+00,1.20E-02,-1.01E-01
4.32E+00,-1.22E-02,6.82E-02
4.33E+00,-4.12E-03,-8.46E-02
4.33E+00,-4.12E-03,7.62E-02
4.34E+00,1.20E-02,-7.65E-02
4.34E+00,3.92E-03,1.00E-01
4.35E+00,2.00E-02,-8.46E-02
4.35E+00,-1.22E-02,1.00E-01
4.36E+00,3.92E-03,-1.01E-01
4.36E+00,-2.02E-02,1.08E-01
4.37E+00,3.92E-03,-5.24E-02
4.37E+00,-1.22E-02,1.08E-01
4.38E+00,2.00E-02,-1.09E-01
