x-axis,,
second,Geoscope,Accelerometer
-1.93E+00,-4.12E-03,1.19E-02
-1.92E+00,-4.12E-03,1.19E-02
-1.92E+00,-4.12E-03,1.19E-02
-1.91E+00,3.92E-03,1.19E-02
-1.91E+00,-4.12E-03,3.87E-03
-1.90E+00,-4.12E-03,1.19E-02
-1.90E+00,-4.12E-03,1.19E-02
-1.89E+00,3.92E-03,2.00E-02
-1.89E+00,3.92E-03,2.00E-02
-1.88E+00,3.92E-03,1.19E-02
-1.88E+00,-4.12E-03,1.19E-02
-1.87E+00,-1.22E-02,3.87E-03
-1.87E+00,-1.22E-02,1.19E-02
-1.86E+00,-4.12E-03,2.00E-02
-1.86E+00,3.92E-03,2.00E-02
-1.85E+00,3.92E-03,1.19E-02
-1.85E+00,-4.12E-03,1.19E-02
-1.84E+00,-4.12E-03,1.19E-02
-1.84E+00,-4.12E-03,1.19E-02
-1.83E+00,-4.12E-03,1.19E-02
-1.83E+00,3.92E-03,1.19E-02
-1.82E+00,-4.12E-03,1.19E-02
-1.82E+00,-4.12E-03,1.19E-02
-1.81E+00,-4.12E-03,1.19E-02
-1.81E+00,-4.12E-03,2.00E-02
-1.80E+00,1.20E-02,1.19E-02
-1.80E+00,3.92E-03,3.87E-03
-1.79E+00,3.92E-03,3.87E-03
-1.79E+00,-4.12E-03,3.87E-03
-1.78E+00,-1.22E-02,1.19E-02
-1.78E+00,-4.12E-03,1.19E-02
-1.77E+00,-4.12E-03,1.19E-02
-1.77E+00,-4.12E-03,1.19E-02
-1.76E+00,-4.12E-03,1.19E-02
-1.76E+00,-4.12E-03,1.19E-02
-1.75E+00,-4.12E-03,1.19E-02
-1.75E+00,3.92E-03,1.19E-02
-1.74E+00,-4.12E-03,1.19E-02
-1.74E+00,-4.12E-03,1.19E-02
-1.73E+00,-4.12E-03,3.87E-03
-1.73E+00,-4.12E-03,1.19E-02
-1.72E+00,-4.12E-03,1.19E-02
-1.72E+00,3.92E-03,1.19E-02
-1.71E+00,3.92E-03,3.87E-03
-1.71E+00,-4.12E-03,3.87E-03
-1.70E+00,-4.12E-03,1.19E-02
-1.70E+00,-4.12E-03,1.19E-02
-1.69E+00,-4.12E-03,1.19E-02
-1.69E+00,-4.12E-03,1.19E-02
-1.68E+00,3.92E-03,3.87E-03
-1.68E+00,-4.12E-03,3.87E-03
-1.67E+00,-4.12E-03,1.19E-02
-1.67E+00,-4.12E-03,2.00E-02
-1.66E+00,3.92E-03,2.00E-02
-1.66E+00,3.92E-03,3.87E-03
-1.65E+00,-4.12E-03,3.87E-03
-1.65E+00,-4.12E-03,3.87E-03
-1.64E+00,-4.12E-03,1.19E-02
-1.64E+00,-4.12E-03,2.00E-02
-1.63E+00,3.92E-03,2.00E-02
-1.63E+00,3.92E-03,1.19E-02
-1.62E+00,-4.12E-03,3.87E-03
-1.62E+00,-4.12E-03,1.19E-02
-1.61E+00,-4.12E-03,1.19E-02
-1.61E+00,3.92E-03,1.19E-02
-1.60E+00,-4.12E-03,3.87E-03
-1.60E+00,-4.12E-03,3.87E-03
-1.59E+00,-1.22E-02,1.19E-02
-1.59E+00,-4.12E-03,1.19E-02
-1.58E+00,3.92E-03,1.19E-02
-1.58E+00,1.20E-02,2.00E-02
-1.57E+00,3.92E-03,3.87E-03
-1.57E+00,-4.12E-03,3.87E-03
-1.56E+00,-4.12E-03,1.19E-02
-1.56E+00,-4.12E-03,1.19E-02
-1.55E+00,3.92E-03,2.00E-02
-1.55E+00,3.92E-03,1.19E-02
-1.54E+00,3.92E-03,3.87E-03
-1.54E+00,3.92E-03,3.87E-03
-1.53E+00,-4.12E-03,1.19E-02
-1.53E+00,3.92E-03,1.19E-02
-1.52E+00,3.92E-03,2.00E-02
-1.52E+00,3.92E-03,1.19E-02
-1.51E+00,-4.12E-03,-4.17E-03
-1.51E+00,-1.22E-02,3.87E-03
-1.50E+00,-1.22E-02,1.19E-02
-1.50E+00,-4.12E-03,1.19E-02
-1.49E+00,3.92E-03,2.00E-02
-1.49E+00,3.92E-03,1.19E-02
-1.48E+00,3.92E-03,3.87E-03
-1.48E+00,-4.12E-03,1.19E-02
-1.47E+00,-4.12E-03,1.19E-02
-1.47E+00,-4.12E-03,2.00E-02
-1.46E+00,3.92E-03,2.00E-02
-1.46E+00,3.92E-03,1.19E-02
-1.45E+00,-4.12E-03,3.87E-03
-1.45E+00,-1.22E-02,1.19E-02
-1.44E+00,-4.12E-03,1.19E-02
-1.44E+00,-4.12E-03,2.00E-02
-1.43E+00,1.20E-02,2.00E-02
-1.43E+00,3.92E-03,3.87E-03
-1.42E+00,-4.12E-03,3.87E-03
-1.42E+00,-1.22E-02,3.87E-03
-1.41E+00,-1.22E-02,1.19E-02
-1.41E+00,3.92E-03,2.00E-02
-1.40E+00,1.20E-02,2.00E-02
-1.40E+00,3.92E-03,3.87E-03
-1.39E+00,-4.12E-03,3.87E-03
-1.39E+00,-4.12E-03,1.19E-02
-1.38E+00,-4.12E-03,2.00E-02
-1.38E+00,3.92E-03,2.00E-02
-1.37E+00,3.92E-03,1.19E-02
-1.37E+00,3.92E-03,3.87E-03
-1.36E+00,-4.12E-03,3.87E-03
-1.36E+00,-4.12E-03,1.19E-02
-1.35E+00,3.92E-03,2.00E-02
-1.35E+00,3.92E-03,1.19E-02
-1.34E+00,3.92E-03,1.19E-02
-1.34E+00,-4.12E-03,-4.17E-03
-1.33E+00,-1.22E-02,3.87E-03
-1.33E+00,-1.22E-02,1.19E-02
-1.32E+00,-4.12E-03,2.00E-02
-1.32E+00,3.92E-03,2.00E-02
-1.31E+00,3.92E-03,3.87E-03
-1.31E+00,-4.12E-03,3.87E-03
-1.30E+00,-4.12E-03,1.19E-02
-1.30E+00,-4.12E-03,1.19E-02
-1.29E+00,3.92E-03,2.00E-02
-1.29E+00,3.92E-03,1.19E-02
-1.28E+00,-4.12E-03,1.19E-02
-1.28E+00,-4.12E-03,1.19E-02
-1.27E+00,-4.12E-03,1.19E-02
-1.27E+00,3.92E-03,2.00E-02
-1.26E+00,3.92E-03,1.19E-02
-1.26E+00,3.92E-03,1.19E-02
-1.25E+00,-4.12E-03,3.87E-03
-1.25E+00,-4.12E-03,1.19E-02
-1.24E+00,-4.12E-03,1.19E-02
-1.24E+00,-4.12E-03,1.19E-02
-1.23E+00,-4.12E-03,2.00E-02
-1.23E+00,3.92E-03,1.19E-02
-1.22E+00,-4.12E-03,3.87E-03
-1.22E+00,-4.12E-03,1.19E-02
-1.21E+00,3.92E-03,2.00E-02
-1.21E+00,3.92E-03,1.19E-02
-1.20E+00,3.92E-03,1.19E-02
-1.20E+00,-4.12E-03,3.87E-03
-1.19E+00,-1.22E-02,1.19E-02
-1.19E+00,-4.12E-03,1.19E-02
-1.18E+00,3.92E-03,2.00E-02
-1.18E+00,1.20E-02,2.80E-02
-1.17E+00,1.20E-02,1.19E-02
-1.17E+00,3.92E-03,3.87E-03
-1.16E+00,-4.12E-03,1.19E-02
-1.16E+00,-4.12E-03,1.19E-02
-1.15E+00,-4.12E-03,1.19E-02
-1.15E+00,3.92E-03,1.19E-02
-1.14E+00,3.92E-03,1.19E-02
-1.14E+00,-4.12E-03,1.19E-02
-1.13E+00,-4.12E-03,1.19E-02
-1.13E+00,3.92E-03,1.19E-02
-1.12E+00,3.92E-03,2.00E-02
-1.12E+00,3.92E-03,1.19E-02
-1.11E+00,-4.12E-03,1.19E-02
-1.11E+00,-1.22E-02,3.87E-03
-1.10E+00,-4.12E-03,1.19E-02
-1.10E+00,-4.12E-03,2.00E-02
-1.09E+00,3.92E-03,2.00E-02
-1.09E+00,3.92E-03,1.19E-02
-1.08E+00,-4.12E-03,3.87E-03
-1.08E+00,-4.12E-03,3.87E-03
-1.07E+00,-4.12E-03,2.00E-02
-1.07E+00,-4.12E-03,1.19E-02
-1.06E+00,3.92E-03,1.19E-02
-1.06E+00,-4.12E-03,3.87E-03
-1.05E+00,-1.22E-02,3.87E-03
-1.05E+00,-4.12E-03,1.19E-02
-1.04E+00,3.92E-03,2.00E-02
-1.04E+00,3.92E-03,2.00E-02
-1.03E+00,3.92E-03,1.19E-02
-1.03E+00,3.92E-03,3.87E-03
-1.02E+00,-1.22E-02,3.87E-03
-1.02E+00,-1.22E-02,1.19E-02
-1.01E+00,3.92E-03,2.00E-02
-1.01E+00,3.92E-03,2.00E-02
-1.00E+00,3.92E-03,1.19E-02
-9.95E-01,-4.12E-03,3.87E-03
-9.90E-01,-4.12E-03,1.19E-02
-9.85E-01,-4.12E-03,1.19E-02
-9.80E-01,3.92E-03,2.80E-02
-9.75E-01,3.92E-03,1.19E-02
-9.70E-01,3.92E-03,3.87E-03
-9.65E-01,-1.22E-02,3.87E-03
-9.60E-01,-1.22E-02,3.87E-03
-9.55E-01,-4.12E-03,2.00E-02
-9.50E-01,3.92E-03,2.80E-02
-9.45E-01,1.20E-02,2.00E-02
-9.40E-01,3.92E-03,3.87E-03
-9.35E-01,-1.22E-02,3.87E-03
-9.30E-01,-1.22E-02,1.19E-02
-9.25E-01,-4.12E-03,2.00E-02
-9.20E-01,3.92E-03,2.00E-02
-9.15E-01,1.20E-02,1.19E-02
-9.10E-01,3.92E-03,3.87E-03
-9.05E-01,-4.12E-03,1.19E-02
-9.00E-01,-4.12E-03,1.19E-02
-8.95E-01,3.92E-03,2.80E-02
-8.90E-01,3.92E-03,1.19E-02
-8.85E-01,-4.12E-03,1.19E-02
-8.80E-01,-1.22E-02,3.87E-03
-8.75E-01,-1.22E-02,3.87E-03
-8.70E-01,-1.22E-02,1.19E-02
-8.65E-01,3.92E-03,2.80E-02
-8.60E-01,1.20E-02,2.00E-02
-8.55E-01,3.92E-03,1.19E-02
-8.50E-01,-4.12E-03,3.87E-03
-8.45E-01,-1.22E-02,1.19E-02
-8.40E-01,-4.12E-03,2.00E-02
-8.35E-01,3.92E-03,2.00E-02
-8.30E-01,1.20E-02,2.00E-02
-8.25E-01,3.92E-03,3.87E-03
-8.20E-01,-4.12E-03,1.19E-02
-8.15E-01,-4.12E-03,1.19E-02
-8.10E-01,3.92E-03,2.80E-02
-8.05E-01,1.20E-02,2.00E-02
-8.00E-01,3.92E-03,3.87E-03
-7.95E-01,-1.22E-02,3.87E-03
-7.90E-01,-1.22E-02,3.87E-03
-7.85E-01,-1.22E-02,1.19E-02
-7.80E-01,-4.12E-03,2.00E-02
-7.75E-01,1.20E-02,2.00E-02
-7.70E-01,1.20E-02,3.87E-03
-7.65E-01,3.92E-03,-4.17E-03
-7.60E-01,-4.12E-03,-4.17E-03
-7.55E-01,-4.12E-03,1.19E-02
-7.50E-01,3.92E-03,1.19E-02
-7.45E-01,3.92E-03,1.19E-02
-7.40E-01,-4.12E-03,3.87E-03
-7.35E-01,-4.12E-03,3.87E-03
-7.30E-01,-4.12E-03,1.19E-02
-7.25E-01,-4.12E-03,1.19E-02
-7.20E-01,3.92E-03,2.00E-02
-7.15E-01,3.92E-03,3.87E-03
-7.10E-01,-4.12E-03,3.87E-03
-7.05E-01,-1.22E-02,-4.17E-03
-7.00E-01,-4.12E-03,3.87E-03
-6.95E-01,-4.12E-03,1.19E-02
-6.90E-01,3.92E-03,2.00E-02
-6.85E-01,3.92E-03,3.87E-03
-6.80E-01,3.92E-03,3.87E-03
-6.75E-01,-4.12E-03,3.87E-03
-6.70E-01,-4.12E-03,1.19E-02
-6.65E-01,3.92E-03,1.19E-02
-6.60E-01,3.92E-03,1.19E-02
-6.55E-01,3.92E-03,3.87E-03
-6.50E-01,-4.12E-03,3.87E-03
-6.45E-01,-4.12E-03,3.87E-03
-6.40E-01,-4.12E-03,2.00E-02
-6.35E-01,3.92E-03,2.00E-02
-6.30E-01,3.92E-03,1.19E-02
-6.25E-01,-4.12E-03,3.87E-03
-6.20E-01,-1.22E-02,3.87E-03
-6.15E-01,-1.22E-02,1.19E-02
-6.10E-01,-4.12E-03,2.00E-02
-6.05E-01,3.92E-03,1.19E-02
-6.00E-01,3.92E-03,1.19E-02
-5.95E-01,3.92E-03,3.87E-03
-5.90E-01,3.92E-03,1.19E-02
-5.85E-01,3.92E-03,2.00E-02
-5.80E-01,3.92E-03,2.00E-02
-5.75E-01,3.92E-03,1.19E-02
-5.70E-01,-4.12E-03,1.19E-02
-5.65E-01,-1.22E-02,3.87E-03
-5.60E-01,-4.12E-03,1.19E-02
-5.55E-01,-4.12E-03,2.00E-02
-5.50E-01,3.92E-03,2.80E-02
-5.45E-01,1.20E-02,1.19E-02
-5.40E-01,-4.12E-03,1.19E-02
-5.35E-01,-4.12E-03,1.19E-02
-5.30E-01,-4.12E-03,3.87E-03
-5.25E-01,-4.12E-03,2.00E-02
-5.20E-01,-4.12E-03,1.19E-02
-5.15E-01,3.92E-03,1.19E-02
-5.10E-01,-4.12E-03,3.87E-03
-5.05E-01,-4.12E-03,1.19E-02
-5.00E-01,3.92E-03,1.19E-02
-4.95E-01,3.92E-03,2.00E-02
-4.90E-01,3.92E-03,1.19E-02
-4.85E-01,-4.12E-03,1.19E-02
-4.80E-01,-4.12E-03,3.87E-03
-4.75E-01,-1.22E-02,1.19E-02
-4.70E-01,3.92E-03,2.00E-02
-4.65E-01,3.92E-03,2.00E-02
-4.60E-01,3.92E-03,1.19E-02
-4.55E-01,-4.12E-03,3.87E-03
-4.50E-01,-4.12E-03,3.87E-03
-4.45E-01,-4.12E-03,1.19E-02
-4.40E-01,-4.12E-03,1.19E-02
-4.35E-01,-4.12E-03,2.00E-02
-4.30E-01,3.92E-03,1.19E-02
-4.25E-01,-4.12E-03,1.19E-02
-4.20E-01,-1.22E-02,3.87E-03
-4.15E-01,-4.12E-03,2.00E-02
-4.10E-01,3.92E-03,2.00E-02
-4.05E-01,3.92E-03,2.00E-02
-4.00E-01,3.92E-03,1.19E-02
-3.95E-01,-4.12E-03,3.87E-03
-3.90E-01,-4.12E-03,1.19E-02
-3.85E-01,-4.12E-03,2.00E-02
-3.80E-01,3.92E-03,2.00E-02
-3.75E-01,3.92E-03,1.19E-02
-3.70E-01,3.92E-03,3.87E-03
-3.65E-01,-4.12E-03,1.19E-02
-3.60E-01,-4.12E-03,1.19E-02
-3.55E-01,3.92E-03,2.00E-02
-3.50E-01,3.92E-03,1.19E-02
-3.45E-01,-4.12E-03,1.19E-02
-3.40E-01,-1.22E-02,3.87E-03
-3.35E-01,-1.22E-02,3.87E-03
-3.30E-01,-4.12E-03,2.00E-02
-3.25E-01,3.92E-03,2.00E-02
-3.20E-01,3.92E-03,2.00E-02
-3.15E-01,3.92E-03,1.19E-02
-3.10E-01,-4.12E-03,3.87E-03
-3.05E-01,-1.22E-02,1.19E-02
-3.00E-01,-4.12E-03,1.19E-02
-2.95E-01,3.92E-03,2.00E-02
-2.90E-01,3.92E-03,2.00E-02
-2.85E-01,3.92E-03,1.19E-02
-2.80E-01,-4.12E-03,1.19E-02
-2.75E-01,-4.12E-03,1.19E-02
-2.70E-01,3.92E-03,2.00E-02
-2.65E-01,3.92E-03,2.00E-02
-2.60E-01,3.92E-03,1.19E-02
-2.55E-01,-4.12E-03,3.87E-03
-2.50E-01,-1.22E-02,3.87E-03
-2.45E-01,-1.22E-02,2.00E-02
-2.40E-01,3.92E-03,2.00E-02
-2.35E-01,3.92E-03,1.19E-02
-2.30E-01,3.92E-03,1.19E-02
-2.25E-01,3.92E-03,3.87E-03
-2.20E-01,-1.22E-02,3.87E-03
-2.15E-01,-4.12E-03,1.19E-02
-2.10E-01,-4.12E-03,2.00E-02
-2.05E-01,3.92E-03,1.19E-02
-2.00E-01,3.92E-03,1.19E-02
-1.95E-01,-4.12E-03,3.87E-03
-1.90E-01,-4.12E-03,1.19E-02
-1.85E-01,3.92E-03,2.00E-02
-1.80E-01,3.92E-03,1.19E-02
-1.75E-01,3.92E-03,1.19E-02
-1.70E-01,-4.12E-03,3.87E-03
-1.65E-01,-1.22E-02,3.87E-03
-1.60E-01,-1.22E-02,1.19E-02
-1.55E-01,-4.12E-03,2.00E-02
-1.50E-01,3.92E-03,2.00E-02
-1.45E-01,3.92E-03,1.19E-02
-1.40E-01,3.92E-03,1.19E-02
-1.35E-01,-4.12E-03,1.19E-02
-1.30E-01,-4.12E-03,1.19E-02
-1.25E-01,-4.12E-03,2.00E-02
-1.20E-01,3.92E-03,1.19E-02
-1.15E-01,-4.12E-03,1.19E-02
-1.10E-01,-4.12E-03,3.87E-03
-1.05E-01,-4.12E-03,1.19E-02
-1.00E-01,3.92E-03,2.00E-02
-9.50E-02,3.92E-03,2.00E-02
-9.00E-02,3.92E-03,1.19E-02
-8.50E-02,3.92E-03,1.19E-02
-8.00E-02,-4.12E-03,3.87E-03
-7.50E-02,-1.22E-02,3.87E-03
-7.00E-02,-4.12E-03,1.19E-02
-6.50E-02,-4.12E-03,2.00E-02
-6.00E-02,3.92E-03,1.19E-02
-5.50E-02,3.92E-03,1.19E-02
-5.00E-02,-4.12E-03,1.19E-02
-4.50E-02,-4.12E-03,1.19E-02
-4.00E-02,-4.12E-03,2.00E-02
-3.50E-02,3.92E-03,1.19E-02
-3.00E-02,3.92E-03,3.87E-03
-2.50E-02,-4.12E-03,1.19E-02
-2.00E-02,-4.12E-03,1.19E-02
-1.50E-02,-4.12E-03,2.00E-02
-1.00E-02,3.92E-03,1.19E-02
-5.00E-03,3.92E-03,1.19E-02
0.00E+00,3.92E-03,1.19E-02
5.00E-03,-4.12E-03,3.87E-03
1.00E-02,-4.12E-03,1.19E-02
1.50E-02,-4.12E-03,1.19E-02
2.00E-02,3.92E-03,2.00E-02
2.50E-02,-4.12E-03,3.87E-03
3.00E-02,-4.12E-03,3.87E-03
3.50E-02,-4.12E-03,1.19E-02
4.00E-02,3.92E-03,1.19E-02
4.50E-02,3.92E-03,2.00E-02
5.00E-02,3.92E-03,1.19E-02
5.50E-02,-4.12E-03,1.19E-02
6.00E-02,-4.12E-03,3.87E-03
6.50E-02,-4.12E-03,3.87E-03
7.00E-02,-4.12E-03,1.19E-02
7.50E-02,3.92E-03,1.19E-02
8.00E-02,3.92E-03,1.19E-02
8.50E-02,3.92E-03,3.87E-03
9.00E-02,3.92E-03,1.19E-02
9.50E-02,3.92E-03,3.87E-03
1.00E-01,-4.12E-03,2.00E-02
1.05E-01,3.92E-03,1.19E-02
1.10E-01,3.92E-03,1.19E-02
1.15E-01,-4.12E-03,1.19E-02
1.20E-01,-4.12E-03,1.19E-02
1.25E-01,3.92E-03,1.19E-02
1.30E-01,3.92E-03,1.19E-02
1.35E-01,3.92E-03,3.87E-03
1.40E-01,-4.12E-03,3.87E-03
1.45E-01,-1.22E-02,3.87E-03
1.50E-01,-4.12E-03,-4.17E-03
1.55E-01,-4.12E-03,2.80E-02
1.60E-01,3.92E-03,1.19E-02
1.65E-01,3.92E-03,1.19E-02
1.70E-01,-4.12E-03,3.87E-03
1.75E-01,-1.22E-02,1.19E-02
1.80E-01,-4.12E-03,2.00E-02
1.85E-01,-4.12E-03,2.00E-02
1.90E-01,-4.12E-03,2.00E-02
1.95E-01,-4.12E-03,1.19E-02
2.00E-01,-1.22E-02,3.87E-03
2.05E-01,-4.12E-03,3.87E-03
2.10E-01,3.92E-03,1.19E-02
2.15E-01,3.92E-03,1.19E-02
2.20E-01,3.92E-03,1.19E-02
2.25E-01,-4.12E-03,3.87E-03
2.30E-01,-4.12E-03,3.87E-03
2.35E-01,-4.12E-03,3.87E-03
2.40E-01,3.92E-03,3.87E-03
2.45E-01,3.92E-03,1.19E-02
2.50E-01,3.92E-03,-4.17E-03
2.55E-01,-4.12E-03,-4.17E-03
2.60E-01,-4.12E-03,3.87E-03
2.65E-01,3.92E-03,3.87E-03
2.70E-01,3.92E-03,3.87E-03
2.75E-01,3.92E-03,3.87E-03
2.80E-01,-4.12E-03,-4.17E-03
2.85E-01,-1.22E-02,-4.17E-03
2.90E-01,-1.22E-02,3.87E-03
2.95E-01,-4.12E-03,2.00E-02
3.00E-01,3.92E-03,2.00E-02
3.05E-01,1.20E-02,1.19E-02
3.10E-01,3.92E-03,3.87E-03
3.15E-01,-4.12E-03,1.19E-02
3.20E-01,-1.22E-02,2.00E-02
3.25E-01,-4.12E-03,2.00E-02
3.30E-01,-4.12E-03,1.19E-02
3.35E-01,3.92E-03,3.87E-03
3.40E-01,-4.12E-03,3.87E-03
3.45E-01,-1.22E-02,1.19E-02
3.50E-01,-4.12E-03,1.19E-02
3.55E-01,3.92E-03,2.00E-02
3.60E-01,3.92E-03,2.80E-02
3.65E-01,3.92E-03,1.19E-02
3.70E-01,-4.12E-03,3.87E-03
3.75E-01,-1.22E-02,3.87E-03
3.80E-01,-1.22E-02,2.80E-02
3.85E-01,3.92E-03,2.80E-02
3.90E-01,3.92E-03,2.00E-02
3.95E-01,3.92E-03,1.19E-02
4.00E-01,-4.12E-03,1.19E-02
4.05E-01,-4.12E-03,3.87E-03
4.10E-01,-4.12E-03,1.19E-02
4.15E-01,3.92E-03,1.19E-02
4.20E-01,3.92E-03,3.87E-03
4.25E-01,-4.12E-03,3.87E-03
4.30E-01,-4.12E-03,3.87E-03
4.35E-01,-4.12E-03,1.19E-02
4.40E-01,3.92E-03,1.19E-02
4.45E-01,3.92E-03,3.87E-03
4.50E-01,-4.12E-03,1.19E-02
4.55E-01,-4.12E-03,3.87E-03
4.60E-01,-1.22E-02,-4.17E-03
4.65E-01,-4.12E-03,3.87E-03
4.70E-01,-4.12E-03,1.19E-02
4.75E-01,3.92E-03,1.19E-02
4.80E-01,-4.12E-03,3.87E-03
4.85E-01,-4.12E-03,1.19E-02
4.90E-01,-4.12E-03,2.00E-02
4.95E-01,3.92E-03,2.00E-02
5.00E-01,3.92E-03,1.19E-02
5.05E-01,-4.12E-03,1.19E-02
5.10E-01,-4.12E-03,1.19E-02
5.15E-01,-4.12E-03,1.19E-02
5.20E-01,-4.12E-03,2.00E-02
5.25E-01,3.92E-03,2.80E-02
5.30E-01,3.92E-03,2.00E-02
5.35E-01,3.92E-03,1.19E-02
5.40E-01,-4.12E-03,1.19E-02
5.45E-01,-1.22E-02,1.19E-02
5.50E-01,-4.12E-03,2.00E-02
5.55E-01,3.92E-03,2.00E-02
5.60E-01,-4.12E-03,2.00E-02
5.65E-01,3.92E-03,1.19E-02
5.70E-01,-4.12E-03,1.19E-02
5.75E-01,-4.12E-03,2.00E-02
5.80E-01,3.92E-03,2.00E-02
5.85E-01,1.20E-02,2.00E-02
5.90E-01,3.92E-03,1.19E-02
5.95E-01,-4.12E-03,3.87E-03
6.00E-01,-1.22E-02,3.87E-03
6.05E-01,-4.12E-03,3.87E-03
6.10E-01,-4.12E-03,1.19E-02
6.15E-01,3.92E-03,1.19E-02
6.20E-01,3.92E-03,1.19E-02
6.25E-01,-4.12E-03,3.87E-03
6.30E-01,-4.12E-03,-4.17E-03
6.35E-01,-4.12E-03,1.19E-02
6.40E-01,-4.12E-03,2.00E-02
6.45E-01,3.92E-03,2.00E-02
6.50E-01,3.92E-03,-4.17E-03
6.55E-01,-4.12E-03,1.19E-02
6.60E-01,-4.12E-03,3.87E-03
6.65E-01,-4.12E-03,2.80E-02
6.70E-01,3.92E-03,2.80E-02
6.75E-01,1.20E-02,1.19E-02
6.80E-01,3.92E-03,3.87E-03
6.85E-01,-1.22E-02,3.87E-03
6.90E-01,-1.22E-02,2.00E-02
6.95E-01,-4.12E-03,2.80E-02
7.00E-01,3.92E-03,2.80E-02
7.05E-01,3.92E-03,2.00E-02
7.10E-01,3.92E-03,3.87E-03
7.15E-01,-1.22E-02,3.87E-03
7.20E-01,-1.22E-02,2.00E-02
7.25E-01,-4.12E-03,2.00E-02
7.30E-01,3.92E-03,-6.05E-02
7.35E-01,2.80E-02,1.16E-01
7.40E-01,-1.22E-02,-1.25E-01
7.45E-01,1.20E-02,1.41E-01
7.50E-01,-4.12E-03,-1.17E-01
7.55E-01,1.20E-02,1.57E-01
7.60E-01,3.92E-03,-1.17E-01
7.65E-01,1.20E-02,1.16E-01
7.70E-01,-1.22E-02,-1.25E-01
7.75E-01,-4.12E-03,1.41E-01
7.80E-01,-4.12E-03,-1.17E-01
7.85E-01,3.92E-03,1.49E-01
7.90E-01,1.20E-02,-1.33E-01
7.95E-01,3.92E-03,1.33E-01
8.00E-01,3.92E-03,-1.41E-01
8.05E-01,-4.12E-03,1.41E-01
8.10E-01,-4.12E-03,-1.09E-01
8.15E-01,1.20E-02,1.33E-01
8.20E-01,-4.12E-03,-1.17E-01
8.25E-01,3.92E-03,1.16E-01
8.30E-01,-1.22E-02,-1.17E-01
8.35E-01,-4.12E-03,1.65E-01
8.40E-01,-1.22E-02,-6.85E-02
8.45E-01,1.20E-02,1.57E-01
8.50E-01,-4.12E-03,-1.17E-01
8.55E-01,-4.12E-03,1.49E-01
8.60E-01,-2.82E-02,-8.46E-02
8.65E-01,-4.12E-03,1.57E-01
8.70E-01,-4.12E-03,-1.01E-01
8.75E-01,3.92E-03,1.65E-01
8.80E-01,3.92E-03,-1.41E-01
8.85E-01,3.92E-03,1.08E-01
8.90E-01,-1.22E-02,-1.17E-01
8.95E-01,1.20E-02,8.43E-02
9.00E-01,-4.12E-03,-9.26E-02
9.05E-01,1.20E-02,9.23E-02
9.10E-01,-1.22E-02,-1.01E-01
9.15E-01,-1.22E-02,1.33E-01
9.20E-01,-2.02E-02,-6.85E-02
9.25E-01,3.92E-03,1.33E-01
9.30E-01,3.92E-03,-1.01E-01
9.35E-01,2.00E-02,1.08E-01
9.40E-01,-4.12E-03,-1.17E-01
9.45E-01,-1.22E-02,1.33E-01
9.50E-01,-2.02E-02,-7.65E-02
9.55E-01,3.92E-03,1.24E-01
9.60E-01,3.92E-03,-1.09E-01
9.65E-01,1.20E-02,8.43E-02
9.70E-01,-2.02E-02,-3.63E-02
9.75E-01,3.92E-03,1.00E-01
9.80E-01,-4.12E-03,-9.26E-02
9.85E-01,1.20E-02,1.24E-01
9.90E-01,-4.12E-03,-1.09E-01
9.95E-01,3.92E-03,1.08E-01
1.00E+00,-2.02E-02,-8.46E-02
1.01E+00,3.92E-03,8.43E-02
1.01E+00,-4.12E-03,-1.09E-01
1.02E+00,1.20E-02,1.16E-01
1.02E+00,3.92E-03,-1.01E-01
1.03E+00,-4.12E-03,1.33E-01
1.03E+00,-1.22E-02,-1.17E-01
1.04E+00,3.92E-03,1.00E-01
1.04E+00,-4.12E-03,-7.65E-02
1.05E+00,2.00E-02,9.23E-02
1.05E+00,-1.22E-02,-3.63E-02
1.06E+00,-4.12E-03,1.24E-01
1.06E+00,-2.82E-02,-2.83E-02
1.07E+00,3.92E-03,1.00E-01
1.07E+00,-4.12E-03,-5.24E-02
1.08E+00,1.20E-02,8.43E-02
1.08E+00,-1.22E-02,-6.85E-02
1.09E+00,3.92E-03,8.43E-02
1.09E+00,-2.02E-02,-7.65E-02
1.10E+00,3.92E-03,6.02E-02
1.10E+00,-4.12E-03,-8.46E-02
1.11E+00,3.92E-03,1.16E-01
1.11E+00,-4.12E-03,-1.09E-01
1.12E+00,3.92E-03,7.62E-02
1.12E+00,-2.02E-02,-3.63E-02
1.13E+00,1.20E-02,1.00E-01
1.13E+00,-1.22E-02,-6.05E-02
1.14E+00,1.20E-02,4.41E-02
1.14E+00,-4.12E-03,-9.26E-02
1.15E+00,3.92E-03,1.00E-01
1.15E+00,-4.12E-03,-7.65E-02
1.16E+00,1.20E-02,9.23E-02
1.16E+00,3.92E-03,-1.25E-01
1.17E+00,1.20E-02,6.02E-02
1.17E+00,-4.12E-03,-1.09E-01
1.18E+00,3.92E-03,3.60E-02
1.18E+00,-2.02E-02,-6.85E-02
1.19E+00,3.92E-03,8.43E-02
1.19E+00,-4.12E-03,-8.46E-02
1.20E+00,3.92E-03,6.82E-02
1.20E+00,-1.22E-02,-5.24E-02
1.21E+00,-4.12E-03,1.08E-01
